Age Group,Gender,City,Occupation,Income Range,Shopping Frequency,Spend Per Transaction,Preferred Categories,Payment Methods,Purchase Factor,Willing to Try New Platform,Expected Monthly Spend,Subscribed to Loyalty Program,Loyalty Engagement Factors,Referral Likelihood,Offer Preferences,Preferred Shopping Time,Preferred Shopping Day,Experienced Delivery Issues,Delivery Issue Types,Willing to Pay for Fast Delivery,Cluster
3,0,5,4,0,3,1020,Groceries;Electronics,Card,1,2,2663,0,Early Access,3,Flat Discounts;Surprise Gifts;BOGO,0,0,1,Poor Packaging;None,2,1
1,0,4,0,0,3,1557,Electronics;Toys;Beauty & Wellness,UPI,0,2,2053,1,Early Access;Recommendations,1,Flat Discounts,1,0,0,Poor Packaging,2,0
0,1,1,4,0,1,2278,Groceries,Card;Wallet,3,2,4721,1,Exclusive Deals,3,BOGO;Free Delivery;Flat Discounts,0,0,0,Payment Issues;Delays;None,0,3
1,0,1,4,0,1,634,Clothing;Toys,COD;UPI,0,2,840,0,Cashback;Recommendations;Exclusive Deals,2,Free Delivery;Surprise Gifts;BOGO,1,0,1,Delays;None,0,3
1,0,1,4,0,3,1181,Toys;Beauty & Wellness;Groceries,COD;Card;UPI,3,2,2234,0,Cashback;Early Access,0,Flat Discounts;BOGO,3,0,1,Payment Issues,2,1
4,0,0,3,0,3,510,Beauty & Wellness;Toys,UPI,2,2,2458,0,Cashback,0,BOGO,1,0,0,Wrong Item;Payment Issues,1,1
0,0,1,4,0,3,1922,Electronics;Home & Kitchen,Card,2,1,2955,0,Exclusive Deals;Recommendations;Early Access,0,BOGO;Free Delivery,3,0,1,None,2,1
2,0,0,4,1,1,2335,Toys,Card,0,2,2722,1,Early Access;Cashback,2,Flat Discounts;BOGO;Free Delivery,3,0,0,Payment Issues;Poor Packaging;None,1,3
1,0,5,4,2,3,1489,Electronics;Clothing,Wallet;Card,0,1,2294,0,Early Access;Cashback;Recommendations,0,Surprise Gifts;BOGO;Free Delivery,1,1,1,Wrong Item;Payment Issues;Poor Packaging,2,1
4,1,5,3,2,3,996,Beauty & Wellness;Home & Kitchen;Clothing,COD;Wallet;Card,2,2,3139,1,Cashback;Exclusive Deals;Early Access,2,Free Delivery;BOGO,1,0,0,Wrong Item;None;Delays,1,0
0,0,4,4,0,3,1014,Clothing;Electronics;Home & Kitchen,Card,1,0,2598,0,Cashback,0,Flat Discounts,0,1,0,Payment Issues,1,1
0,0,5,1,0,1,1421,Beauty & Wellness;Home & Kitchen,Card,2,2,1735,0,Cashback;Early Access;Recommendations,3,Flat Discounts;Free Delivery,0,0,0,Delays,0,3
1,0,4,3,0,1,1419,Home & Kitchen;Beauty & Wellness,UPI;COD,3,2,2823,1,Cashback;Recommendations;Early Access,3,Surprise Gifts,1,0,1,None,2,3
4,0,2,4,0,1,2147,Clothing,Wallet;UPI,1,2,4224,0,Early Access,3,BOGO;Flat Discounts,0,1,0,Delays;Wrong Item;Payment Issues,0,3
0,0,2,2,0,1,1198,Groceries;Clothing,COD;Wallet,2,2,2780,0,Early Access,3,Flat Discounts,1,0,0,Delays;Payment Issues,1,3
2,1,3,3,1,3,1861,Clothing;Electronics,Wallet,1,2,3785,1,Recommendations;Early Access;Exclusive Deals,2,BOGO;Free Delivery;Surprise Gifts,1,1,0,Wrong Item;None,0,0
0,1,4,3,2,3,1416,Toys,UPI,1,2,1859,0,Cashback;Recommendations;Exclusive Deals,1,Surprise Gifts,3,1,0,Payment Issues,2,1
1,1,3,4,1,0,1153,Home & Kitchen;Electronics,Wallet,1,0,1446,0,Exclusive Deals;Cashback,1,BOGO;Surprise Gifts;Free Delivery,0,0,0,Poor Packaging,2,3
0,1,3,4,1,3,1401,Clothing,Card;Wallet,0,2,1658,0,Recommendations,3,Free Delivery;BOGO,1,0,0,Wrong Item;None,0,1
0,0,2,4,1,3,1801,Electronics,UPI;Card,2,2,2365,1,Cashback;Recommendations,1,BOGO,0,0,0,Delays;Wrong Item,2,0
0,2,4,1,3,3,2148,Electronics;Beauty & Wellness;Toys,COD;Card,0,1,4399,1,Early Access;Exclusive Deals,1,Free Delivery;BOGO,1,0,0,Delays;Poor Packaging,2,0
2,1,2,3,2,3,1448,Toys,UPI,0,2,3629,0,Exclusive Deals;Cashback;Recommendations,0,BOGO;Flat Discounts,3,0,0,Poor Packaging,2,1
2,1,3,4,0,2,877,Beauty & Wellness,COD;Card,3,1,2726,1,Recommendations;Exclusive Deals,2,Surprise Gifts,1,0,1,Wrong Item;Poor Packaging;Delays,0,0
2,0,4,4,1,1,2199,Clothing;Home & Kitchen,Card;COD;UPI,3,2,4671,0,Exclusive Deals;Cashback;Recommendations,3,Surprise Gifts,3,0,0,Poor Packaging;None,2,3
1,1,3,3,0,1,1061,Electronics,Card;Wallet;COD,1,1,1752,1,Exclusive Deals,1,BOGO;Surprise Gifts;Flat Discounts,1,0,0,Wrong Item,0,3
1,0,1,4,0,1,1756,Home & Kitchen,COD;Wallet,1,2,4044,0,Recommendations;Exclusive Deals,1,Free Delivery;Surprise Gifts,0,1,0,None;Delays,1,3
0,0,4,4,1,3,1585,Clothing;Home & Kitchen,Wallet;Card,3,1,2739,0,Early Access;Cashback,3,Flat Discounts;BOGO,0,1,0,Wrong Item,2,1
1,0,4,4,1,1,1504,Home & Kitchen;Toys,Card;Wallet;COD,3,1,2487,1,Exclusive Deals;Cashback,0,BOGO;Surprise Gifts,1,0,0,None;Delays;Poor Packaging,1,3
3,1,3,3,3,3,1307,Groceries;Clothing;Toys,COD;Wallet,2,2,1469,1,Cashback;Recommendations;Exclusive Deals,3,BOGO;Surprise Gifts;Flat Discounts,3,1,0,Delays,2,0
4,1,1,4,3,1,1972,Toys,UPI;COD,1,2,3182,0,Recommendations;Cashback,0,Surprise Gifts;Free Delivery,0,0,0,None;Payment Issues,1,3
0,0,0,4,1,3,100,Clothing;Beauty & Wellness;Groceries,UPI,1,2,503,0,Cashback;Exclusive Deals,1,BOGO;Surprise Gifts;Flat Discounts,0,0,0,Payment Issues;Poor Packaging;Delays,1,1
0,0,2,1,0,2,2281,Electronics;Home & Kitchen,UPI,3,0,3465,1,Exclusive Deals,2,Flat Discounts,0,0,0,Delays,1,0
4,1,3,3,1,3,4524,Toys;Clothing;Beauty & Wellness,COD;UPI;Card,2,2,5019,0,Cashback;Early Access;Exclusive Deals,0,BOGO;Free Delivery;Surprise Gifts,2,0,0,Payment Issues;Poor Packaging;Wrong Item,2,2
0,0,4,4,2,3,1844,Beauty & Wellness;Electronics;Groceries,Wallet,3,2,2277,1,Recommendations;Early Access,0,Flat Discounts;BOGO;Surprise Gifts,1,0,0,Delays;Poor Packaging;None,1,0
1,1,2,4,0,2,1813,Toys;Beauty & Wellness;Groceries,Card;UPI;COD,3,2,2323,1,Early Access;Recommendations;Exclusive Deals,3,Flat Discounts,3,1,0,Poor Packaging,0,0
1,0,2,0,1,0,2364,Beauty & Wellness;Toys;Clothing,Card,0,2,4795,0,Cashback;Exclusive Deals,1,Free Delivery,1,1,0,Poor Packaging;Delays,0,3
3,1,2,4,0,1,1718,Beauty & Wellness;Clothing,COD;Wallet;Card,1,2,2283,1,Exclusive Deals;Early Access;Recommendations,2,Flat Discounts,1,0,0,Payment Issues;None,0,3
2,0,0,4,0,1,1102,Beauty & Wellness;Clothing;Home & Kitchen,Card;COD,2,0,1281,0,Exclusive Deals;Early Access,3,Flat Discounts,2,1,1,Poor Packaging,2,3
1,1,5,0,2,1,637,Toys;Clothing,COD,0,2,1837,1,Recommendations;Early Access;Exclusive Deals,3,Free Delivery;Flat Discounts,0,0,0,Payment Issues;Wrong Item;None,0,3
0,1,3,2,1,2,1390,Electronics;Home & Kitchen,Wallet,1,1,3467,1,Recommendations;Cashback;Exclusive Deals,2,BOGO,1,0,0,Poor Packaging,2,0
1,1,5,4,0,2,425,Beauty & Wellness;Home & Kitchen,Card;COD;UPI,3,2,1257,1,Cashback,1,Free Delivery;Flat Discounts,1,1,0,Delays;Payment Issues,2,0
1,1,5,4,1,3,1222,Clothing;Beauty & Wellness;Toys,UPI;Wallet;Card,2,2,3139,0,Early Access;Exclusive Deals;Cashback,2,Surprise Gifts;Flat Discounts;Free Delivery,0,0,1,Payment Issues;Delays;Poor Packaging,0,1
0,0,5,1,0,1,1424,Clothing;Groceries,COD,1,2,3087,0,Early Access;Cashback;Recommendations,3,Free Delivery,0,0,0,Wrong Item,0,3
1,2,2,2,1,1,1186,Electronics;Beauty & Wellness;Groceries,Wallet,3,2,2670,0,Early Access;Recommendations;Exclusive Deals,3,Flat Discounts,0,0,0,Delays;Wrong Item;Payment Issues,1,3
1,1,1,2,1,1,1625,Home & Kitchen,Wallet;UPI;Card,0,0,3849,1,Exclusive Deals;Cashback;Early Access,0,Free Delivery;Flat Discounts;BOGO,1,0,0,Wrong Item,2,3
1,1,2,4,0,3,1458,Clothing;Electronics;Groceries,COD,2,0,2745,1,Early Access;Cashback;Exclusive Deals,2,Free Delivery;BOGO;Surprise Gifts,0,0,0,Poor Packaging;Delays;None,2,0
1,0,2,3,0,1,1403,Toys;Home & Kitchen,UPI;COD,1,2,2701,0,Recommendations;Early Access;Cashback,2,Surprise Gifts;Flat Discounts;Free Delivery,2,0,0,Wrong Item;Payment Issues;None,1,3
1,0,4,4,0,2,145,Electronics;Toys;Clothing,COD,0,2,1856,1,Cashback;Exclusive Deals;Early Access,2,Free Delivery;Flat Discounts,0,0,0,Poor Packaging;Wrong Item;None,0,0
3,0,4,0,3,2,823,Toys;Home & Kitchen;Clothing,COD;Wallet;UPI,3,2,3215,0,Early Access;Cashback;Recommendations,3,BOGO;Free Delivery;Flat Discounts,1,0,1,Wrong Item,2,1
2,1,5,4,1,3,1985,Clothing;Groceries,COD;Card;Wallet,3,0,2206,1,Cashback;Exclusive Deals;Early Access,1,Flat Discounts;Free Delivery,2,0,0,Wrong Item;None;Poor Packaging,0,0
0,1,2,4,3,0,2082,Electronics;Clothing,Wallet;UPI;COD,1,0,2366,0,Cashback;Exclusive Deals;Early Access,3,Free Delivery;Surprise Gifts,1,0,1,Wrong Item,2,3
2,0,5,1,0,3,496,Toys,UPI;Card,3,1,627,1,Exclusive Deals,0,Surprise Gifts,1,1,0,Poor Packaging,0,0
1,1,4,4,1,1,1111,Toys,UPI;COD;Wallet,2,2,2208,0,Early Access;Exclusive Deals,3,BOGO,1,0,0,Payment Issues,0,3
3,0,1,2,1,1,2243,Clothing;Home & Kitchen,Wallet;UPI,1,2,4329,1,Exclusive Deals;Early Access;Recommendations,3,Free Delivery;Surprise Gifts;Flat Discounts,0,0,0,Payment Issues;None,1,3
2,1,3,4,1,3,1169,Clothing;Beauty & Wellness;Toys,COD,0,2,1837,1,Exclusive Deals;Cashback;Recommendations,3,Free Delivery;Flat Discounts,1,0,0,Payment Issues;Delays;Poor Packaging,2,0
1,0,5,4,3,3,1533,Groceries;Toys;Beauty & Wellness,UPI;Card;COD,1,2,3990,1,Exclusive Deals;Recommendations;Early Access,0,BOGO,3,0,1,Delays;Poor Packaging,0,0
4,1,1,4,0,3,2465,Home & Kitchen;Groceries,UPI;COD;Card,1,2,3960,1,Exclusive Deals,2,Free Delivery,1,0,0,Wrong Item,1,0
0,0,3,0,2,3,1383,Groceries;Toys,COD;Card;UPI,0,2,3162,1,Recommendations;Exclusive Deals;Cashback,1,Flat Discounts;Surprise Gifts,0,0,1,Delays;Poor Packaging,1,0
1,1,0,3,1,2,1297,Beauty & Wellness;Toys;Electronics,UPI;Wallet;COD,3,2,2226,0,Cashback,1,BOGO,1,1,1,None;Wrong Item;Delays,1,1
1,0,5,3,1,1,1505,Beauty & Wellness;Groceries;Clothing,COD;Wallet,0,0,3224,0,Exclusive Deals;Recommendations,0,Free Delivery,1,0,0,Delays,2,3
0,1,5,2,0,3,2712,Groceries;Beauty & Wellness,Card;COD,2,1,3891,0,Recommendations,2,Flat Discounts;Surprise Gifts,0,0,1,Wrong Item;Delays,0,1
0,0,0,3,0,3,1867,Home & Kitchen,Card;COD;Wallet,3,2,2757,0,Early Access,2,BOGO,0,0,0,Delays;None,2,1
2,0,0,4,0,3,1611,Toys,Card,1,2,2704,0,Recommendations;Early Access;Exclusive Deals,0,BOGO;Free Delivery,2,0,0,Poor Packaging;None,0,1
3,0,5,4,0,2,1285,Electronics,Card,3,2,1462,1,Recommendations;Early Access,3,Flat Discounts;Surprise Gifts,3,0,1,Poor Packaging;Wrong Item;Payment Issues,2,0
1,0,0,4,0,3,1923,Home & Kitchen;Toys,UPI;Card,3,1,2130,0,Recommendations;Early Access,2,Free Delivery;BOGO;Surprise Gifts,3,0,1,Delays;Payment Issues;Wrong Item,0,1
0,0,2,4,1,3,1995,Toys;Beauty & Wellness;Groceries,COD,2,1,3391,1,Recommendations;Cashback,1,Free Delivery;Surprise Gifts,0,1,0,Payment Issues;Wrong Item,2,0
0,0,3,4,1,3,956,Clothing,COD;Wallet;UPI,3,1,3118,0,Exclusive Deals,0,Flat Discounts,2,0,0,None;Payment Issues,2,1
4,1,3,4,0,1,2011,Clothing;Beauty & Wellness,Wallet,3,1,2480,1,Recommendations;Cashback,1,Free Delivery,2,1,0,Delays;Poor Packaging;Wrong Item,2,3
3,0,3,4,0,1,1509,Clothing;Beauty & Wellness;Groceries,Card,3,2,3861,1,Cashback;Early Access;Recommendations,3,BOGO;Free Delivery;Flat Discounts,1,0,0,None;Wrong Item;Delays,0,3
0,0,2,4,0,1,1614,Beauty & Wellness;Toys,UPI,1,2,3718,0,Recommendations;Cashback,0,Surprise Gifts;Flat Discounts;Free Delivery,1,0,0,None,1,3
1,1,0,3,0,3,1069,Clothing;Groceries,COD;Card;UPI,3,2,2872,1,Exclusive Deals;Early Access;Recommendations,1,Flat Discounts,0,0,0,Wrong Item,0,0
0,1,1,4,1,3,1360,Clothing,Card;UPI;Wallet,0,2,1900,0,Recommendations,1,Surprise Gifts,2,0,1,Delays,2,1
1,1,0,3,3,3,981,Home & Kitchen;Beauty & Wellness;Clothing,Card;Wallet,3,1,1307,0,Cashback,3,BOGO;Flat Discounts,3,1,0,Delays;Poor Packaging;Wrong Item,1,1
1,0,5,4,0,1,953,Toys;Electronics;Home & Kitchen,Card;Wallet,2,2,1675,1,Early Access;Cashback,0,BOGO;Surprise Gifts,3,0,0,Delays;Wrong Item;None,0,3
2,0,4,4,1,0,1826,Toys,Wallet,3,2,2950,1,Exclusive Deals;Cashback;Recommendations,2,Flat Discounts;Free Delivery,3,0,0,Wrong Item;Payment Issues,2,3
0,0,3,3,1,3,1386,Electronics,UPI,3,2,3062,0,Early Access;Exclusive Deals,2,Surprise Gifts;BOGO,1,1,0,Poor Packaging;Payment Issues,1,1
4,0,0,1,1,1,820,Clothing;Toys,Card;COD;Wallet,1,0,2563,0,Recommendations;Cashback,1,BOGO;Flat Discounts;Surprise Gifts,1,1,0,Payment Issues,1,3
0,1,1,4,0,1,2906,Toys,COD;Card;Wallet,0,2,4190,1,Exclusive Deals,3,BOGO;Flat Discounts;Free Delivery,0,1,1,Payment Issues;Wrong Item,2,3
3,1,5,2,3,3,925,Electronics,UPI;Wallet;Card,3,1,1185,0,Recommendations;Cashback;Exclusive Deals,1,Surprise Gifts,2,1,0,Delays;Poor Packaging;Payment Issues,2,1
2,1,2,2,0,3,2255,Home & Kitchen,COD;Wallet;Card,0,2,3225,0,Exclusive Deals;Cashback,3,BOGO,0,0,0,Wrong Item,1,1
1,1,2,4,0,3,714,Groceries;Electronics,Wallet;COD;UPI,2,2,2559,1,Recommendations;Cashback;Early Access,2,BOGO;Surprise Gifts,3,1,0,Delays,2,0
1,1,1,3,2,1,1873,Toys;Home & Kitchen;Beauty & Wellness,COD;Card;Wallet,1,2,3147,1,Early Access;Cashback;Recommendations,1,BOGO;Flat Discounts,0,0,1,Delays,0,3
1,1,5,4,0,1,1449,Beauty & Wellness;Electronics;Home & Kitchen,COD,0,1,1992,0,Recommendations;Early Access,1,Free Delivery;Flat Discounts;Surprise Gifts,1,1,0,Wrong Item,0,3
0,0,3,0,2,3,1222,Home & Kitchen;Beauty & Wellness;Electronics,Wallet;COD;Card,1,2,3112,1,Recommendations;Exclusive Deals,3,Surprise Gifts;BOGO,1,1,0,Payment Issues;Delays,1,0
3,0,0,4,0,3,1718,Home & Kitchen,COD;UPI;Wallet,3,0,3312,0,Recommendations;Early Access,0,Free Delivery;Flat Discounts;BOGO,0,0,0,Poor Packaging;None;Wrong Item,1,1
1,2,5,3,0,1,1637,Groceries;Home & Kitchen;Toys,Wallet;UPI;COD,2,2,2199,1,Exclusive Deals;Cashback;Recommendations,3,Free Delivery;Surprise Gifts,1,1,1,None,2,3
1,0,2,4,1,1,1112,Home & Kitchen,COD;Wallet;UPI,1,2,1684,0,Recommendations;Cashback,0,Surprise Gifts;Free Delivery,0,0,0,Poor Packaging;Wrong Item,0,3
1,0,1,1,1,3,1085,Toys;Beauty & Wellness;Clothing,UPI;Wallet;Card,3,0,1264,0,Early Access;Cashback;Exclusive Deals,2,Free Delivery,1,0,1,None;Payment Issues,2,1
0,1,1,0,0,3,655,Electronics,Wallet;UPI,0,2,1817,0,Exclusive Deals;Recommendations,1,BOGO;Surprise Gifts;Free Delivery,2,0,0,Poor Packaging;Delays;Payment Issues,1,1
0,0,0,3,1,3,1783,Clothing;Toys;Home & Kitchen,COD;UPI,2,2,2122,1,Cashback;Early Access,1,BOGO,3,1,0,None;Payment Issues,0,0
2,0,1,4,1,3,847,Home & Kitchen;Groceries;Toys,Card,2,1,1503,1,Early Access;Recommendations,3,BOGO,1,0,1,Wrong Item;Payment Issues,1,0
0,1,1,4,1,2,1602,Beauty & Wellness;Electronics,Card;Wallet,0,2,2291,0,Exclusive Deals,3,Surprise Gifts;BOGO,1,0,0,Poor Packaging;None,0,1
1,1,5,4,2,1,1955,Beauty & Wellness;Toys,Wallet,0,1,3415,1,Cashback;Early Access;Exclusive Deals,2,BOGO,0,0,0,Delays;Payment Issues;Poor Packaging,1,3
0,0,3,2,1,1,1724,Clothing;Toys;Groceries,Wallet,2,2,3708,1,Cashback;Early Access;Recommendations,2,Free Delivery,2,1,0,Delays;Payment Issues,2,3
1,1,0,4,3,0,1166,Electronics;Toys;Home & Kitchen,UPI,1,2,3241,0,Cashback,0,BOGO;Free Delivery;Surprise Gifts,0,0,0,Delays;Wrong Item,0,3
1,0,5,4,1,1,2145,Beauty & Wellness;Toys,Card;Wallet,2,2,3548,1,Exclusive Deals;Recommendations;Cashback,2,BOGO;Surprise Gifts,0,1,0,Wrong Item,2,3
1,0,3,3,0,3,1355,Beauty & Wellness;Electronics;Home & Kitchen,UPI;Card,0,1,2594,1,Exclusive Deals,2,Free Delivery,3,1,0,Delays;None,0,0
2,1,5,2,0,3,799,Clothing;Electronics;Beauty & Wellness,COD,1,2,3215,1,Early Access,2,Free Delivery,0,0,0,Payment Issues;Wrong Item;Poor Packaging,2,0
1,1,4,0,1,3,1429,Toys;Groceries,UPI;Card,3,1,3468,0,Exclusive Deals,2,Surprise Gifts;Flat Discounts,1,0,0,Poor Packaging;None,0,1
1,1,5,4,0,3,1952,Electronics;Home & Kitchen;Toys,Wallet;COD,2,0,2386,0,Recommendations;Cashback;Exclusive Deals,0,Flat Discounts;BOGO;Surprise Gifts,1,1,0,Delays;Wrong Item;Poor Packaging,2,1
1,1,1,0,2,1,1195,Clothing,UPI,0,2,1606,1,Cashback;Exclusive Deals,2,Flat Discounts,2,1,1,Wrong Item;None;Payment Issues,1,3
1,1,3,3,0,3,2126,Home & Kitchen;Beauty & Wellness;Groceries,Wallet;Card,3,2,3302,1,Early Access,0,Flat Discounts;Free Delivery,0,1,0,Delays,1,0
3,0,0,4,1,3,1137,Electronics,COD;Wallet;Card,2,2,1270,1,Exclusive Deals;Recommendations,3,Surprise Gifts;Free Delivery,3,0,0,Payment Issues,1,0
2,1,0,4,1,3,1219,Groceries;Home & Kitchen;Electronics,Card;Wallet;UPI,2,2,3160,0,Early Access,1,Flat Discounts,3,1,0,None;Wrong Item;Payment Issues,2,1
0,0,3,3,2,3,972,Groceries,UPI;COD,1,2,1457,1,Early Access;Cashback,3,Surprise Gifts;Free Delivery;Flat Discounts,1,0,0,None;Delays;Payment Issues,1,0
0,1,1,4,3,3,2010,Clothing,Card;Wallet;UPI,0,1,2358,0,Cashback,2,Free Delivery;Surprise Gifts,2,0,0,None;Wrong Item,2,1
0,0,2,2,0,3,1568,Clothing;Beauty & Wellness;Electronics,COD,3,0,2802,1,Exclusive Deals;Recommendations;Cashback,1,Flat Discounts;BOGO,1,1,0,None;Wrong Item;Poor Packaging,1,0
1,1,5,3,1,1,5091,Clothing;Home & Kitchen,Card,2,0,6624,0,Early Access,2,Free Delivery;Surprise Gifts,0,0,0,Delays,2,2
0,1,1,4,1,0,1362,Home & Kitchen,Wallet;UPI,1,0,2664,1,Exclusive Deals,2,Free Delivery,1,1,0,Wrong Item;None;Payment Issues,1,3
1,0,4,4,1,0,100,Toys;Home & Kitchen,Card;COD,3,0,993,0,Recommendations;Early Access,3,Flat Discounts;Free Delivery;BOGO,1,0,1,None,2,3
1,0,3,4,3,3,2066,Beauty & Wellness;Clothing,Card;Wallet;UPI,3,2,3017,1,Cashback,2,BOGO;Surprise Gifts;Flat Discounts,3,1,0,Poor Packaging;Wrong Item;None,0,0
1,1,5,2,0,1,1497,Toys;Electronics;Groceries,Wallet,2,1,1972,1,Early Access;Cashback;Recommendations,3,Flat Discounts,1,0,0,Poor Packaging,1,3
2,0,0,4,1,3,156,Electronics,Card;UPI;COD,3,0,979,0,Cashback;Exclusive Deals;Early Access,2,Flat Discounts,0,0,0,Poor Packaging;None,2,1
0,1,2,4,2,3,725,Clothing;Electronics,UPI;Card,2,2,2435,0,Early Access,0,Surprise Gifts;BOGO,3,1,0,Poor Packaging;Payment Issues,1,1
0,1,4,0,1,3,1347,Home & Kitchen;Toys,COD,1,0,3360,1,Recommendations,1,BOGO;Flat Discounts,0,0,1,Payment Issues,0,0
2,1,0,3,1,3,811,Beauty & Wellness;Groceries;Electronics,Card;COD,1,2,1112,0,Early Access;Exclusive Deals,3,Free Delivery,0,0,1,Delays,2,1
1,1,3,4,1,0,2076,Groceries;Beauty & Wellness;Home & Kitchen,Wallet;UPI,3,1,4118,0,Cashback,3,Surprise Gifts;Free Delivery,0,1,0,None;Payment Issues,1,3
2,0,5,4,0,1,1851,Groceries,UPI,2,1,4295,0,Exclusive Deals,1,BOGO,0,0,0,None,1,3
1,0,3,4,1,1,1815,Beauty & Wellness;Toys;Clothing,Card;UPI,0,0,3246,1,Exclusive Deals;Recommendations;Early Access,3,Flat Discounts,3,1,0,Delays;None;Wrong Item,2,3
0,1,5,2,0,3,100,Home & Kitchen;Beauty & Wellness;Electronics,Card;Wallet;UPI,1,2,692,0,Early Access,1,Surprise Gifts;Flat Discounts,1,0,0,Wrong Item,0,1
2,0,1,0,2,1,1284,Groceries;Clothing;Electronics,Card;UPI,2,1,1721,0,Early Access,0,Flat Discounts;Surprise Gifts;BOGO,2,0,1,Wrong Item;None,2,3
2,0,2,4,1,1,1181,Groceries,COD;Wallet;Card,2,2,3249,1,Recommendations;Cashback,2,Free Delivery,1,1,1,Wrong Item;Poor Packaging,2,3
2,1,1,1,0,3,1027,Beauty & Wellness,COD,2,2,2992,0,Cashback;Exclusive Deals,0,Flat Discounts;Free Delivery,0,0,0,None;Wrong Item,0,1
0,0,1,3,1,3,1350,Toys;Clothing;Beauty & Wellness,UPI;COD;Wallet,3,1,2241,1,Exclusive Deals;Cashback;Recommendations,2,BOGO;Surprise Gifts,0,0,0,Payment Issues,1,0
1,1,3,3,0,3,924,Groceries;Electronics,UPI;Wallet;Card,0,2,2540,1,Cashback;Recommendations;Early Access,1,BOGO;Free Delivery,0,0,0,Wrong Item,0,0
1,0,2,4,0,3,1729,Electronics,Card,3,1,3851,0,Recommendations;Exclusive Deals,0,Flat Discounts,3,1,0,Wrong Item;Poor Packaging,1,1
0,0,5,4,1,1,2059,Beauty & Wellness;Groceries,COD;UPI,1,2,4523,0,Exclusive Deals,2,Surprise Gifts,1,0,0,None,0,3
3,0,5,4,0,1,2008,Electronics;Clothing,Card;COD;UPI,3,2,3049,1,Early Access,1,Free Delivery,1,0,1,Wrong Item;None;Poor Packaging,0,3
0,1,4,4,0,2,1517,Clothing,Wallet;UPI,2,1,3739,1,Exclusive Deals;Cashback;Recommendations,2,Surprise Gifts,1,0,0,Payment Issues,2,0
3,1,0,2,1,1,2799,Beauty & Wellness;Home & Kitchen,Wallet,3,2,2957,0,Recommendations;Cashback;Early Access,3,Surprise Gifts;Flat Discounts;Free Delivery,1,0,0,Delays;None,0,3
1,1,4,4,0,3,2283,Home & Kitchen;Beauty & Wellness;Electronics,Card;UPI,2,2,4445,1,Early Access;Recommendations,3,BOGO,0,0,1,Payment Issues;Delays;None,1,0
